date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth,year,month
1987-10-18,7.0,5.4,91.0,17.3,13.5,9.9,1.4,101300.0,0.0,1987,10
1987-10-19,7.0,1.2,50.0,14.4,14.7,12.1,1.2,101070.0,0.0,1987,10
1987-10-20,8.0,0.0,28.0,14.3,12.8,11.1,35.5,100740.0,0.0,1987,10
1987-10-21,5.0,2.8,66.0,14.4,12.8,11.2,0.4,100660.0,0.0,1987,10
1987-10-22,2.0,8.8,110.0,11.1,10.6,6.7,0.0,101780.0,0.0,1987,10
1987-10-23,5.0,1.4,50.0,12.5,6.8,2.5,0.0,102160.0,0.0,1987,10
1987-10-24,2.0,8.6,106.0,14.0,8.5,4.5,0.0,102560.0,0.0,1987,10
1987-10-25,1.0,6.8,93.0,12.3,7.2,0.5,0.0,102720.0,0.0,1987,10
1987-10-26,7.0,0.0,25.0,16.0,8.2,4.0,2.4,102060.0,0.0,1987,10
1987-10-27,8.0,0.0,25.0,12.8,12.4,8.9,0.2,100950.0,0.0,1987,10
1987-10-28,2.0,9.0,102.0,12.4,9.2,5.5,0.0,101840.0,0.0,1987,10
1987-10-29,4.0,4.5,72.0,13.0,6.9,1.4,0.0,101930.0,0.0,1987,10
1987-10-30,7.0,0.0,24.0,13.9,8.7,4.4,0.2,101640.0,0.0,1987,10
1987-10-31,8.0,0.0,23.0,12.3,11.2,8.5,0.9,101620.0,0.0,1987,10
1987-11-01,8.0,0.0,23.0,9.3,11.0,9.7,0.0,102120.0,0.0,1987,11
1987-11-02,2.0,0.0,22.0,11.6,5.8,2.2,0.0,102880.0,0.0,1987,11
1987-11-03,8.0,0.1,25.0,12.2,8.0,4.5,0.0,103390.0,0.0,1987,11
1987-11-04,7.0,0.1,25.0,12.4,10.0,7.9,0.0,103660.0,0.0,1987,11
1987-11-05,4.0,4.4,64.0,9.4,10.1,7.8,0.0,103680.0,0.0,1987,11
1987-11-06,3.0,0.0,21.0,7.4,6.0,2.7,0.0,103320.0,0.0,1987,11
1987-11-07,8.0,0.0,21.0,8.2,6.5,5.6,0.0,102530.0,0.0,1987,11
1987-11-08,8.0,0.0,20.0,8.7,6.8,5.3,8.8,101640.0,0.0,1987,11
1987-11-09,8.0,0.0,20.0,10.3,6.9,5.1,0.2,101140.0,0.0,1987,11
1987-11-10,6.0,0.0,19.0,13.1,8.6,7.0,1.9,101060.0,0.0,1987,11
1987-11-11,8.0,0.0,19.0,9.3,8.6,4.0,15.2,100240.0,0.0,1987,11
1987-11-12,5.0,4.2,56.0,9.0,7.4,5.6,0.0,99040.0,0.0,1987,11
1987-11-13,5.0,0.2,23.0,10.4,7.0,5.0,0.5,99080.0,0.0,1987,11
1987-11-14,2.0,7.5,73.0,13.2,6.0,1.7,2.2,100690.0,0.0,1987,11
1987-11-15,7.0,0.0,18.0,13.8,8.3,3.4,0.4,100430.0,0.0,1987,11
1987-11-16,4.0,4.9,57.0,12.9,10.6,7.5,0.0,100760.0,0.0,1987,11
1987-11-17,6.0,2.9,45.0,13.0,9.3,5.7,0.0,102610.0,0.0,1987,11
1987-11-18,6.0,0.6,26.0,13.2,9.4,5.7,1.5,103200.0,0.0,1987,11
1987-11-19,7.0,0.0,17.0,11.4,10.4,7.7,9.0,102290.0,0.0,1987,11
1987-11-20,4.0,2.7,42.0,9.5,7.7,4.0,0.0,102370.0,0.0,1987,11
1987-11-21,5.0,2.0,36.0,9.4,5.8,2.2,0.5,102420.0,0.0,1987,11
1987-11-22,7.0,0.1,19.0,6.6,7.1,4.8,2.9,100740.0,0.0,1987,11
1987-11-23,7.0,0.0,16.0,8.9,4.8,3.1,0.2,99910.0,0.0,1987,11
1987-11-24,7.0,0.6,24.0,7.7,6.1,3.3,0.0,100420.0,0.0,1987,11
1987-11-25,7.0,1.0,27.0,7.1,6.6,5.5,0.0,100460.0,0.0,1987,11
1987-11-26,7.0,0.0,15.0,7.5,6.0,4.9,0.0,100900.0,0.0,1987,11
1987-11-27,1.0,6.9,59.0,5.0,4.0,0.5,0.0,101970.0,0.0,1987,11
1987-11-28,3.0,1.6,31.0,3.4,1.2,-2.6,0.0,102510.0,0.0,1987,11
1987-11-29,5.0,0.0,15.0,6.5,0.3,-2.8,0.0,102480.0,0.0,1987,11
1987-11-30,7.0,0.0,14.0,7.6,2.0,-2.6,0.0,103080.0,0.0,1987,11
1987-12-01,7.0,0.1,16.0,5.9,5.3,3.0,0.4,103440.0,0.0,1987,12
1987-12-02,7.0,0.0,13.0,4.7,5.2,4.4,0.0,103350.0,0.0,1987,12
1987-12-03,7.0,0.0,13.0,7.0,3.8,2.9,0.0,102480.0,0.0,1987,12
1987-12-04,7.0,0.1,15.0,7.8,4.7,2.4,0.0,101560.0,0.0,1987,12
1987-12-05,8.0,0.0,13.0,6.6,5.9,4.0,0.0,101140.0,0.0,1987,12
1987-12-06,8.0,0.0,13.0,5.8,6.2,5.8,0.0,101270.0,0.0,1987,12
1987-12-07,6.0,0.0,13.0,5.4,5.0,4.2,0.0,102250.0,0.0,1987,12
1987-12-08,3.0,6.1,48.0,4.5,1.9,-1.6,0.2,102600.0,0.0,1987,12
1987-12-09,6.0,3.0,34.0,5.0,1.8,-0.9,0.0,102530.0,0.0,1987,12
1987-12-10,4.0,6.3,48.0,5.0,1.8,-1.4,0.0,102390.0,0.0,1987,12
1987-12-11,5.0,0.0,12.0,5.8,0.6,-3.7,0.0,101910.0,0.0,1987,12
1987-12-12,7.0,0.1,14.0,6.4,2.0,-1.8,0.0,101920.0,0.0,1987,12
1987-12-13,2.0,6.6,49.0,2.8,3.5,0.6,0.0,101390.0,0.0,1987,12
1987-12-14,8.0,0.0,12.0,10.9,1.5,0.2,0.0,100750.0,0.0,1987,12
1987-12-15,8.0,0.0,12.0,12.8,6.0,1.0,7.4,100510.0,0.0,1987,12
1987-12-16,7.0,0.2,15.0,14.2,6.7,0.6,0.9,99940.0,0.0,1987,12
1987-12-17,8.0,0.0,12.0,13.0,12.1,10.0,0.4,100740.0,0.0,1987,12
1987-12-18,8.0,0.5,18.0,10.8,12.1,11.2,0.0,100870.0,0.0,1987,12
1987-12-19,6.0,0.3,16.0,11.5,8.0,5.3,0.0,102050.0,0.0,1987,12
1987-12-20,8.0,0.0,12.0,11.5,9.6,7.7,0.0,102500.0,0.0,1987,12
1987-12-21,8.0,0.0,12.0,9.8,10.2,8.9,0.0,102780.0,0.0,1987,12
1987-12-22,4.0,5.0,42.0,5.7,7.0,4.3,0.0,103430.0,0.0,1987,12
1987-12-23,6.0,1.1,22.0,10.0,3.6,1.6,0.0,102780.0,0.0,1987,12
1987-12-24,8.0,0.0,12.0,10.1,6.2,2.4,0.1,101850.0,0.0,1987,12
1987-12-25,5.0,1.9,27.0,11.8,7.8,5.6,0.0,101900.0,0.0,1987,12
1987-12-26,8.0,0.0,12.0,13.0,8.2,4.6,0.0,102450.0,0.0,1987,12
1987-12-27,8.0,0.0,12.0,13.5,11.2,9.4,0.0,102350.0,0.0,1987,12
1987-12-28,8.0,0.0,12.0,13.7,12.1,10.7,0.0,102440.0,0.0,1987,12
1987-12-29,8.0,0.0,12.0,12.5,12.4,11.2,1.2,102070.0,0.0,1987,12
1987-12-30,6.0,0.2,15.0,11.5,10.0,7.6,3.8,101820.0,0.0,1987,12
1987-12-31,5.0,2.9,33.0,13.2,9.8,8.0,0.0,100350.0,0.0,1987,12
1988-01-01,6.0,0.0,13.0,12.6,9.6,5.9,1.2,100100.0,0.0,1988,1
1988-01-02,6.0,1.8,28.0,9.3,10.4,8.3,3.3,98730.0,0.0,1988,1
1988-01-03,4.0,2.5,32.0,10.9,7.9,6.5,3.0,98790.0,0.0,1988,1
1988-01-04,5.0,4.5,42.0,10.6,8.6,6.2,8.6,99090.0,0.0,1988,1
1988-01-05,8.0,0.0,13.0,9.7,8.4,6.2,2.0,99490.0,0.0,1988,1
1988-01-06,6.0,1.3,25.0,7.0,8.0,6.2,0.2,99050.0,0.0,1988,1
1988-01-07,1.0,6.0,50.0,12.1,4.3,1.6,0.0,101470.0,0.0,1988,1
1988-01-08,7.0,0.0,13.0,12.7,4.9,-2.3,0.6,102030.0,0.0,1988,1
1988-01-09,8.0,0.0,14.0,8.9,8.6,4.5,0.6,101680.0,0.0,1988,1
1988-01-10,7.0,0.2,17.0,7.8,8.0,7.1,0.0,101910.0,0.0,1988,1
1988-01-11,2.0,7.1,57.0,8.8,4.4,1.0,0.0,102110.0,0.0,1988,1
1988-01-12,5.0,0.6,21.0,9.0,5.6,2.3,2.4,101310.0,0.0,1988,1
1988-01-13,8.0,0.0,14.0,9.7,6.7,4.4,3.0,100230.0,0.0,1988,1
1988-01-14,3.0,5.3,50.0,4.7,6.6,3.5,2.8,100960.0,0.0,1988,1
1988-01-15,4.0,0.0,15.0,2.7,3.3,1.9,0.0,101910.0,0.0,1988,1
1988-01-16,8.0,0.0,15.0,6.1,1.5,0.3,0.0,102310.0,0.0,1988,1
1988-01-17,7.0,3.1,40.0,8.5,2.3,-1.5,0.0,102430.0,0.0,1988,1
1988-01-18,7.0,0.1,18.0,10.0,3.6,-1.3,0.0,101740.0,0.0,1988,1
1988-01-19,8.0,0.1,18.0,8.5,7.7,5.4,0.5,100610.0,0.0,1988,1
1988-01-20,5.0,1.9,34.0,6.8,6.2,4.0,1.6,100170.0,0.0,1988,1
1988-01-21,4.0,5.5,56.0,4.6,2.3,-2.2,12.4,100900.0,0.0,1988,1
1988-01-22,5.0,2.3,38.0,11.1,2.8,0.9,0.2,100350.0,0.0,1988,1
1988-01-23,6.0,0.0,17.0,10.5,4.6,-2.0,5.6,100850.0,0.0,1988,1
1988-01-24,6.0,4.2,51.0,8.8,6.6,2.7,11.1,99200.0,0.0,1988,1
1988-01-25,7.0,0.6,26.0,8.0,6.7,4.6,1.3,98300.0,0.0,1988,1
1988-01-26,7.0,0.0,17.0,6.9,6.6,5.3,0.0,99640.0,0.0,1988,1
1988-01-27,7.0,0.3,23.0,9.6,5.4,4.0,10.0,100890.0,0.0,1988,1
1988-01-28,8.0,0.0,18.0,7.5,6.3,3.0,10.4,99530.0,0.0,1988,1
1988-01-29,7.0,0.0,18.0,7.5,5.8,4.0,14.9,97560.0,0.0,1988,1
1988-01-30,4.0,0.7,29.0,9.4,5.3,3.1,0.0,98580.0,0.0,1988,1
1988-01-31,4.0,6.6,70.0,9.8,5.4,1.4,11.2,100130.0,0.0,1988,1
1988-02-01,7.0,1.2,35.0,7.8,6.4,3.0,1.7,98400.0,0.0,1988,2
1988-02-02,4.0,4.4,59.0,10.2,6.5,5.2,3.5,99100.0,0.0,1988,2
1988-02-03,5.0,1.1,35.0,7.8,5.6,1.1,4.1,99880.0,0.0,1988,2
1988-02-04,5.0,2.8,50.0,10.1,5.1,2.4,0.4,99000.0,0.0,1988,2
1988-02-05,4.0,4.3,61.0,7.9,6.3,2.5,0.0,99410.0,0.0,1988,2
1988-02-06,4.0,6.1,74.0,7.4,4.3,0.7,0.0,99890.0,0.0,1988,2
1988-02-07,3.0,5.6,72.0,10.0,2.8,-1.8,3.6,100740.0,0.0,1988,2
1988-02-08,4.0,8.1,88.0,7.3,5.4,0.7,3.1,100010.0,0.0,1988,2
1988-02-09,5.0,4.9,69.0,7.7,4.4,1.5,2.3,99160.0,0.0,1988,2
1988-02-10,6.0,2.8,54.0,7.4,4.2,0.6,1.7,99520.0,0.0,1988,2
1988-02-11,5.0,6.2,80.0,7.6,4.4,1.5,0.0,100140.0,0.0,1988,2
1988-02-12,2.0,7.8,91.0,9.4,3.0,-1.6,0.0,101360.0,0.0,1988,2
1988-02-13,7.0,0.0,24.0,12.1,4.0,-1.3,1.6,101630.0,0.0,1988,2
1988-02-14,6.0,2.3,54.0,14.5,9.5,6.9,0.0,102060.0,0.0,1988,2
1988-02-15,4.0,7.9,96.0,8.4,8.8,3.0,0.0,102140.0,0.0,1988,2
1988-02-16,3.0,8.4,101.0,9.6,5.6,2.9,0.0,102460.0,0.0,1988,2
1988-02-17,2.0,7.7,98.0,10.9,4.8,-0.1,0.0,102790.0,0.0,1988,2
1988-02-18,6.0,3.0,63.0,12.3,6.0,1.2,0.0,102770.0,0.0,1988,2
1988-02-19,6.0,5.8,87.0,9.7,8.8,5.3,0.0,102980.0,0.0,1988,2
1988-02-20,7.0,0.0,27.0,9.8,7.8,6.0,0.0,103120.0,0.0,1988,2
1988-02-21,7.0,0.1,31.0,9.2,8.1,6.4,0.0,103290.0,0.0,1988,2
1988-02-22,6.0,0.3,36.0,7.2,5.6,2.1,0.0,102980.0,0.0,1988,2
1988-02-23,5.0,5.4,89.0,5.8,4.6,2.1,0.0,102080.0,0.0,1988,2
1988-02-24,5.0,2.4,63.0,5.0,3.7,1.6,1.5,101700.0,0.0,1988,2
1988-02-25,5.0,5.0,88.0,5.5,2.8,0.7,0.7,102180.0,0.0,1988,2
1988-02-26,3.0,6.0,98.0,8.1,1.8,-1.9,0.0,102920.0,0.0,1988,2
1988-02-27,7.0,0.0,31.0,9.2,3.4,-1.3,0.4,102940.0,0.0,1988,2
1988-02-28,7.0,1.0,50.0,4.7,6.2,3.1,1.4,102000.0,0.0,1988,2
1988-02-29,4.0,5.3,96.0,5.9,2.6,0.5,0.0,101360.0,0.0,1988,2
1988-03-01,5.0,6.3,115.0,7.2,2.6,-0.7,0.0,101120.0,0.0,1988,3
1988-03-02,4.0,7.8,130.0,8.9,1.6,-4.0,0.5,101680.0,0.0,1988,3
1988-03-03,7.0,1.4,64.0,5.6,4.7,0.5,3.9,100480.0,0.0,1988,3
1988-03-04,4.0,7.2,128.0,7.6,2.4,-0.8,0.0,100720.0,0.0,1988,3
1988-03-05,5.0,3.9,97.0,9.9,1.8,-4.0,0.0,101240.0,0.0,1988,3
1988-03-06,7.0,0.3,48.0,8.6,5.0,0.1,2.1,101360.0,0.0,1988,3
1988-03-07,7.0,0.9,60.0,9.0,6.8,5.0,0.0,102010.0,0.0,1988,3
1988-03-08,8.0,0.0,39.0,12.5,6.3,3.6,0.0,102510.0,0.0,1988,3
1988-03-09,6.0,7.8,142.0,10.2,8.0,3.4,2.1,102600.0,0.0,1988,3
1988-03-10,6.0,3.5,99.0,11.6,7.6,4.9,0.0,102790.0,0.0,1988,3
1988-03-11,6.0,0.8,62.0,11.7,6.6,1.5,0.0,102650.0,0.0,1988,3
1988-03-12,8.0,0.6,59.0,11.0,9.2,6.6,0.0,101840.0,0.0,1988,3
1988-03-13,7.0,0.1,47.0,10.4,8.1,5.2,3.4,101090.0,0.0,1988,3
1988-03-14,8.0,0.0,43.0,11.5,8.4,6.4,4.7,100660.0,0.0,1988,3
1988-03-15,6.0,1.6,79.0,11.7,8.6,5.6,6.2,99490.0,0.0,1988,3
1988-03-16,6.0,1.6,80.0,9.8,8.2,4.6,0.1,98930.0,0.0,1988,3
1988-03-17,8.0,4.2,116.0,11.2,6.8,3.7,0.9,100720.0,0.0,1988,3
1988-03-18,8.0,3.5,109.0,12.2,7.4,3.7,5.9,101310.0,0.0,1988,3
1988-03-19,8.0,0.0,46.0,12.1,8.8,5.3,1.7,100930.0,0.0,1988,3
1988-03-20,7.0,0.4,60.0,14.2,9.9,7.7,9.5,100800.0,0.0,1988,3
1988-03-21,7.0,3.3,110.0,13.2,11.0,7.8,0.6,100860.0,0.0,1988,3
1988-03-22,6.0,3.1,108.0,13.0,8.2,3.3,1.4,101290.0,0.0,1988,3
1988-03-23,5.0,3.5,115.0,13.5,9.0,4.9,0.0,101080.0,0.0,1988,3
1988-03-24,7.0,3.4,115.0,13.1,10.4,7.2,7.3,101020.0,0.0,1988,3
1988-03-25,5.0,6.4,154.0,11.2,9.6,6.1,0.2,100210.0,0.0,1988,3
1988-03-26,3.0,6.3,154.0,12.4,8.3,5.4,0.0,100810.0,0.0,1988,3
1988-03-27,4.0,4.3,131.0,10.3,8.7,5.0,0.0,101870.0,0.0,1988,3
1988-03-28,7.0,0.1,57.0,8.8,6.5,2.7,0.6,101670.0,0.0,1988,3
1988-03-29,8.0,0.0,53.0,9.7,7.2,5.6,8.4,100580.0,0.0,1988,3
1988-03-30,7.0,1.2,86.0,12.2,7.5,5.3,0.0,100020.0,0.0,1988,3
1988-03-31,5.0,4.6,140.0,12.2,7.4,2.7,0.0,101050.0,0.0,1988,3
1988-04-01,4.0,6.3,163.0,13.6,6.1,0.0,0.0,101380.0,0.0,1988,4
1988-04-02,7.0,2.8,116.0,14.7,9.8,6.1,0.0,101370.0,0.0,1988,4
1988-04-03,3.0,6.6,170.0,12.1,9.2,3.6,0.0,102170.0,0.0,1988,4
1988-04-04,5.0,5.0,150.0,9.1,8.4,4.6,0.0,102430.0,0.0,1988,4
1988-04-05,7.0,0.5,75.0,13.1,7.0,5.0,0.0,102670.0,0.0,1988,4
1988-04-06,4.0,7.7,188.0,13.6,9.2,5.2,0.0,102320.0,0.0,1988,4
1988-04-07,6.0,1.9,106.0,13.0,8.6,3.7,0.0,101790.0,0.0,1988,4
1988-04-08,7.0,2.0,109.0,6.5,9.0,5.0,4.9,101770.0,0.0,1988,4
1988-04-09,7.0,0.0,59.0,13.1,3.8,1.1,0.3,102150.0,0.0,1988,4
1988-04-10,2.0,10.7,229.0,16.0,5.4,-2.2,0.0,102290.0,0.0,1988,4
1988-04-11,2.0,11.4,239.0,15.4,8.8,1.5,0.0,101900.0,0.0,1988,4
1988-04-12,2.0,10.1,226.0,11.1,10.2,5.1,0.0,101470.0,0.0,1988,4
1988-04-13,1.0,12.8,258.0,11.5,6.8,2.5,0.0,102680.0,0.0,1988,4
1988-04-14,6.0,1.7,109.0,13.5,6.4,1.4,0.0,102310.0,0.0,1988,4
1988-04-15,8.0,0.0,63.0,15.0,10.0,6.5,2.9,101180.0,0.0,1988,4
1988-04-16,8.0,0.1,70.0,17.2,12.8,10.6,2.7,100490.0,0.0,1988,4
1988-04-17,7.0,3.2,138.0,18.9,13.9,10.6,0.0,100740.0,0.0,1988,4
1988-04-18,7.0,1.0,97.0,16.1,14.2,9.5,4.8,100900.0,0.0,1988,4
1988-04-19,7.0,0.1,71.0,17.2,14.0,11.8,4.6,100730.0,0.0,1988,4
1988-04-20,4.0,9.7,233.0,15.9,13.3,9.4,0.0,101140.0,0.0,1988,4
1988-04-21,6.0,0.5,86.0,12.0,11.9,7.9,0.0,101760.0,0.0,1988,4
1988-04-22,6.0,0.1,73.0,10.3,10.2,8.5,0.0,101980.0,0.0,1988,4
1988-04-23,3.0,9.9,240.0,11.6,7.4,4.5,0.0,102170.0,0.0,1988,4
1988-04-24,1.0,13.1,280.0,12.4,6.6,1.6,0.0,101930.0,0.0,1988,4
1988-04-25,5.0,11.2,258.0,15.2,6.7,1.0,0.0,101910.0,0.0,1988,4
1988-04-26,5.0,8.1,220.0,12.0,8.8,2.3,1.0,101970.0,0.0,1988,4
1988-04-27,7.0,2.3,131.0,12.4,9.8,7.6,0.0,101880.0,0.0,1988,4
1988-04-28,6.0,2.3,132.0,12.1,9.0,5.5,0.4,101670.0,0.0,1988,4
1988-04-29,8.0,0.0,70.0,16.6,9.4,6.6,1.9,101040.0,0.0,1988,4
1988-04-30,7.0,4.7,175.0,16.1,12.2,7.7,4.2,100620.0,0.0,1988,4
1988-05-01,7.0,5.6,190.0,15.8,12.8,9.6,1.5,99970.0,0.0,1988,5
1988-05-02,6.0,5.0,182.0,14.7,12.4,9.0,0.7,99730.0,0.0,1988,5
1988-05-03,7.0,2.7,144.0,16.1,11.4,8.2,1.5,99840.0,0.0,1988,5
1988-05-04,5.0,5.1,185.0,17.1,13.0,10.0,1.1,100200.0,0.0,1988,5
1988-05-05,3.0,10.9,267.0,20.3,11.8,6.6,0.0,101390.0,0.0,1988,5
1988-05-06,1.0,13.2,297.0,19.1,13.4,6.6,0.0,102190.0,0.0,1988,5
1988-05-07,3.0,6.4,208.0,22.7,14.3,9.5,18.8,101630.0,0.0,1988,5
1988-05-08,6.0,1.5,122.0,13.1,18.2,13.6,0.8,101280.0,0.0,1988,5
1988-05-09,8.0,0.0,75.0,16.8,12.8,12.6,0.0,102050.0,0.0,1988,5
1988-05-10,5.0,9.8,258.0,13.5,13.8,10.7,0.0,102010.0,0.0,1988,5
1988-05-11,6.0,2.7,149.0,18.7,10.8,8.2,5.3,101450.0,0.0,1988,5
1988-05-12,7.0,0.2,88.0,21.2,14.6,10.4,0.0,100780.0,0.0,1988,5
1988-05-13,6.0,2.9,154.0,23.9,15.5,9.8,0.0,101000.0,0.0,1988,5
1988-05-14,1.0,11.9,289.0,23.4,16.8,9.7,0.0,101380.0,0.0,1988,5
1988-05-15,2.0,8.5,245.0,22.4,17.2,10.9,0.0,101490.0,0.0,1988,5
1988-05-16,1.0,12.9,304.0,21.0,16.2,9.9,0.0,101500.0,0.0,1988,5
1988-05-17,2.0,14.2,321.0,11.5,14.0,6.9,1.1,101280.0,0.0,1988,5
1988-05-18,8.0,0.0,78.0,13.7,9.4,7.3,0.0,101470.0,0.0,1988,5
1988-05-19,5.0,8.5,248.0,16.1,10.2,6.8,0.0,101880.0,0.0,1988,5
1988-05-20,4.0,8.8,253.0,17.8,9.6,3.2,0.0,102610.0,0.0,1988,5
1988-05-21,3.0,6.2,215.0,18.6,12.4,6.9,0.0,102900.0,0.0,1988,5
1988-05-22,2.0,14.1,324.0,17.1,13.0,7.5,0.0,102390.0,0.0,1988,5
1988-05-23,7.0,0.6,106.0,18.9,13.3,9.5,0.5,101320.0,0.0,1988,5
1988-05-24,5.0,10.8,283.0,21.0,14.1,9.3,0.0,101360.0,0.0,1988,5
1988-05-25,7.0,4.1,182.0,18.1,16.4,11.9,0.0,101460.0,0.0,1988,5
1988-05-26,6.0,3.8,177.0,19.8,14.8,11.5,0.1,101150.0,0.0,1988,5
1988-05-27,4.0,8.9,258.0,19.5,13.6,7.3,0.0,101200.0,0.0,1988,5
1988-05-28,4.0,12.2,303.0,16.4,14.0,8.5,1.5,100480.0,0.0,1988,5
1988-05-29,6.0,5.8,212.0,15.5,13.4,10.4,0.7,99790.0,0.0,1988,5
1988-05-30,6.0,2.3,149.0,17.8,12.8,10.0,8.0,100030.0,0.0,1988,5
1988-05-31,7.0,2.4,152.0,19.4,13.9,10.0,0.0,100660.0,0.0,1988,5
1988-06-01,6.0,6.2,221.0,17.6,13.1,6.8,0.3,101380.0,0.0,1988,6
1988-06-02,7.0,0.0,79.0,17.4,14.6,11.5,0.0,101410.0,0.0,1988,6
1988-06-03,5.0,5.2,206.0,15.8,12.8,8.2,8.8,100850.0,0.0,1988,6
1988-06-04,6.0,4.7,198.0,16.1,12.4,8.9,8.3,100990.0,0.0,1988,6
1988-06-05,6.0,3.0,167.0,17.5,11.6,7.1,0.0,102010.0,0.0,1988,6
1988-06-06,6.0,5.0,203.0,18.6,13.6,9.7,0.0,102150.0,0.0,1988,6
1988-06-07,5.0,8.9,263.0,16.9,13.1,7.6,1.8,101770.0,0.0,1988,6
1988-06-08,8.0,0.0,80.0,13.6,13.6,10.3,9.4,101870.0,0.0,1988,6
1988-06-09,8.0,0.0,80.0,14.1,12.8,11.9,0.2,101910.0,0.0,1988,6
1988-06-10,8.0,0.0,81.0,16.3,12.8,11.5,0.0,101870.0,0.0,1988,6
1988-06-11,7.0,0.0,81.0,19.5,13.3,10.3,0.0,101690.0,0.0,1988,6
1988-06-12,5.0,8.5,258.0,23.3,15.0,10.6,0.0,101730.0,0.0,1988,6
1988-06-13,4.0,11.1,294.0,23.2,17.4,11.4,0.0,101790.0,0.0,1988,6
1988-06-14,6.0,14.7,340.0,20.8,16.6,10.0,0.0,101910.0,0.0,1988,6
1988-06-15,5.0,8.4,257.0,20.2,16.0,11.1,0.0,101970.0,0.0,1988,6
1988-06-16,7.0,4.5,196.0,16.4,16.4,12.5,0.0,101930.0,0.0,1988,6
1988-06-17,8.0,0.0,81.0,19.8,13.9,11.4,0.1,102080.0,0.0,1988,6
1988-06-18,4.0,10.1,281.0,25.1,15.4,11.1,0.0,102310.0,0.0,1988,6
1988-06-19,4.0,11.5,300.0,23.7,18.4,11.8,0.0,102460.0,0.0,1988,6
1988-06-20,6.0,1.5,135.0,23.5,18.3,12.9,2.0,102280.0,0.0,1988,6
1988-06-21,6.0,2.3,154.0,21.2,18.5,13.5,0.0,101940.0,0.0,1988,6
1988-06-22,4.0,14.1,333.0,24.7,17.4,13.5,0.0,102550.0,0.0,1988,6
1988-06-23,3.0,14.5,337.0,21.3,17.6,10.4,0.0,102700.0,0.0,1988,6
1988-06-24,6.0,0.9,119.0,23.5,16.9,12.5,0.0,102510.0,0.0,1988,6
1988-06-25,6.0,9.6,274.0,20.3,19.0,14.6,0.1,102190.0,0.0,1988,6
1988-06-26,7.0,1.7,140.0,16.7,17.8,15.4,0.0,101850.0,0.0,1988,6
1988-06-27,8.0,0.0,81.0,17.3,14.4,12.0,4.9,101690.0,0.0,1988,6
1988-06-28,8.0,0.0,81.0,21.9,14.8,12.2,2.4,101220.0,0.0,1988,6
1988-06-29,6.0,5.2,207.0,25.2,17.8,13.8,0.0,101010.0,0.0,1988,6
1988-06-30,6.0,8.3,255.0,20.1,19.5,13.8,6.0,100660.0,0.0,1988,6
1988-07-01,6.0,4.1,188.0,19.0,17.5,14.9,0.8,99790.0,0.0,1988,7
1988-07-02,4.0,10.2,281.0,16.5,14.8,10.7,2.8,99560.0,0.0,1988,7
1988-07-03,6.0,1.9,143.0,17.1,12.6,8.6,13.5,98890.0,0.0,1988,7
1988-07-04,7.0,0.9,118.0,21.4,14.9,12.7,5.9,99340.0,0.0,1988,7
1988-07-05,6.0,7.6,243.0,19.5,16.8,12.3,8.2,100200.0,0.0,1988,7
1988-07-06,5.0,8.1,250.0,19.4,15.6,11.8,1.4,100930.0,0.0,1988,7
1988-07-07,5.0,7.9,247.0,20.2,15.8,12.2,0.0,101430.0,0.0,1988,7
1988-07-08,6.0,9.2,265.0,19.9,15.8,11.4,0.0,101470.0,0.0,1988,7
1988-07-09,6.0,6.3,222.0,18.6,14.8,9.7,0.0,101830.0,0.0,1988,7
1988-07-10,8.0,0.0,79.0,20.7,16.6,14.5,2.7,101480.0,0.0,1988,7
1988-07-11,3.0,12.8,310.0,20.5,16.2,11.6,1.5,101590.0,0.0,1988,7
1988-07-12,6.0,3.8,179.0,19.5,15.4,10.3,5.6,101790.0,0.0,1988,7
1988-07-13,7.0,2.7,158.0,17.6,16.0,12.6,4.0,100540.0,0.0,1988,7
1988-07-14,6.0,1.4,128.0,20.3,13.8,10.1,0.5,101270.0,0.0,1988,7
1988-07-15,5.0,6.6,224.0,18.1,16.6,12.9,0.0,102010.0,0.0,1988,7
1988-07-16,6.0,3.1,164.0,19.9,13.6,9.2,10.5,101870.0,0.0,1988,7
1988-07-17,7.0,1.9,139.0,22.6,17.2,14.5,0.2,101290.0,0.0,1988,7
1988-07-18,4.0,9.5,263.0,20.7,17.8,12.9,0.0,101700.0,0.0,1988,7
1988-07-19,5.0,5.7,208.0,21.7,15.2,9.6,0.2,101750.0,0.0,1988,7
1988-07-20,7.0,3.5,170.0,23.0,18.2,14.7,0.2,101720.0,0.0,1988,7
1988-07-21,8.0,1.8,135.0,21.0,18.8,14.6,5.5,101430.0,0.0,1988,7
1988-07-22,8.0,0.1,84.0,21.7,18.6,16.2,8.4,100950.0,0.0,1988,7
1988-07-23,7.0,0.5,100.0,20.8,18.7,15.7,0.1,100570.0,0.0,1988,7
1988-07-24,3.0,11.1,280.0,21.0,16.2,11.5,0.0,101080.0,0.0,1988,7
1988-07-25,6.0,3.5,167.0,21.2,17.1,13.2,0.4,101360.0,0.0,1988,7
1988-07-26,4.0,8.4,242.0,21.0,16.6,11.9,0.2,101600.0,0.0,1988,7
1988-07-27,5.0,8.4,242.0,17.5,15.8,10.6,0.2,101980.0,0.0,1988,7
